user_id,date,steps,calories_burned,resting_hr,sleep_hours,calories_consumed,carbs_g,protein_g,fat_g,workout_label,nutrition_label
661,2025-09-2,589,1928,55,7.0,2762,171,90,34,light_walk,balanced_plate
662,2025-09-3,19964,3318,62,6.2,2768,262,89,25,rest_day,balanced_plate
663,2025-09-4,13269,2069,72,6.7,3573,402,34,109,intense_workout,carb_boost
664,2025-09-5,11795,1889,55,7.6,2253,245,33,36,rest_day,balanced_plate
665,2025-09-6,5368,2025,63,3.5,3931,143,148,34,rest_day,high_protein
666,2025-09-7,12306,2074,84,3.5,3438,199,64,51,recovery_high_steps,balanced_plate
667,2025-09-8,12719,1543,89,5.2,3928,244,100,69,recovery_high_steps,balanced_plate
668,2025-09-9,5184,1854,81,8.3,2651,497,66,98,rest_day,carb_boost
669,2025-09-10,14062,3359,89,4.1,2231,499,91,23,recovery_high_steps,carb_boost
670,2025-09-11,4524,2357,77,6.6,2717,386,32,27,light_walk,carb_boost
671,2025-09-12,4887,3306,80,9.7,3080,363,100,76,light_walk,carb_boost
672,2025-09-13,7119,2297,59,5.2,2720,472,122,58,rest_day,high_protein
673,2025-09-14,11873,1670,72,8.8,3475,221,139,23,intense_workout,high_protein
674,2025-09-15,3164,2418,55,4.8,2947,477,125,92,light_walk,high_protein
675,2025-09-16,18148,2725,69,4.5,3923,478,92,86,recovery_high_steps,carb_boost
676,2025-09-17,19561,3174,66,7.9,2458,436,70,102,rest_day,carb_boost
677,2025-09-18,16260,1915,71,8.7,2716,249,141,30,intense_workout,high_protein
678,2025-09-19,17356,2262,52,10.0,3623,186,43,116,rest_day,reduce_protein_add_carbs
679,2025-09-20,14448,1750,90,4.4,2213,182,76,88,recovery_high_steps,balanced_plate
680,2025-09-21,15406,2383,72,5.9,3517,336,149,44,recovery_high_steps,high_protein
681,2025-09-22,1609,2217,79,3.7,3460,124,107,118,gentle_stretching,high_protein
682,2025-09-23,8307,1547,83,3.5,2982,110,114,40,rest_day,high_protein
683,2025-09-24,7381,2184,56,3.9,2971,481,93,21,rest_day,carb_boost
684,2025-09-25,15179,1620,67,3.4,2854,371,142,37,recovery_high_steps,high_protein
685,2025-09-26,17396,1686,75,9.6,2452,463,136,66,intense_workout,high_protein
686,2025-09-27,8430,1803,61,5.5,3423,345,31,109,rest_day,carb_boost
687,2025-09-28,4922,3446,76,7.0,3619,362,92,65,light_walk,carb_boost
688,2025-09-29,13179,1511,62,8.8,1516,162,110,55,rest_day,high_protein
689,2025-09-30,5956,1589,65,4.4,2129,448,76,95,rest_day,carb_boost
690,2025-09-1,15972,2425,72,4.5,2469,170,138,71,recovery_high_steps,high_protein
691,2025-09-2,19579,2904,86,8.1,1727,374,106,40,intense_workout,high_protein
692,2025-09-3,13971,1780,55,5.4,1723,371,47,88,recovery_high_steps,carb_boost
693,2025-09-4,9141,3391,79,5.7,1970,133,42,62,rest_day,reduce_protein_add_carbs
694,2025-09-5,9021,3409,78,5.4,2191,466,65,92,rest_day,carb_boost
695,2025-09-6,14226,3073,55,9.1,3988,247,38,51,rest_day,balanced_plate
696,2025-09-7,8579,2573,67,3.3,3378,225,104,56,rest_day,high_protein
697,2025-09-8,277,3477,53,4.9,3325,176,71,28,gentle_stretching,balanced_plate
698,2025-09-9,13918,1634,53,9.8,2682,483,64,76,rest_day,carb_boost
699,2025-09-10,10068,2712,80,5.0,2704,387,95,78,intense_workout,carb_boost
700,2025-09-11,18291,2661,51,7.3,3387,243,45,65,rest_day,balanced_plate
701,2025-09-12,14758,1744,80,7.8,3676,494,148,104,intense_workout,high_protein
702,2025-09-13,19782,2933,61,3.3,2871,420,76,111,recovery_high_steps,carb_boost
703,2025-09-14,16131,2631,68,3.9,2317,270,104,86,recovery_high_steps,high_protein
704,2025-09-15,16395,1694,76,7.2,2155,485,89,73,intense_workout,carb_boost
705,2025-09-16,2077,3119,87,4.0,2619,480,39,79,light_walk,carb_boost
706,2025-09-17,297,2307,82,7.4,2884,473,71,66,light_walk,carb_boost
707,2025-09-18,17653,3243,71,3.9,3910,382,70,99,recovery_high_steps,carb_boost
708,2025-09-19,10401,2683,75,7.2,3559,172,105,109,intense_workout,high_protein
709,2025-09-20,12488,2021,81,8.6,3211,375,68,79,intense_workout,carb_boost
710,2025-09-21,13746,3159,85,4.2,2422,485,60,76,recovery_high_steps,carb_boost
711,2025-09-22,5197,2717,78,8.6,3672,458,53,40,rest_day,carb_boost
712,2025-09-23,19053,2345,86,7.2,2173,227,87,95,intense_workout,balanced_plate
713,2025-09-24,6135,2977,85,9.9,3753,226,109,80,rest_day,high_protein
714,2025-09-25,13667,1939,74,5.2,1663,247,47,57,recovery_high_steps,calorie_control
715,2025-09-26,8386,2162,81,8.3,2923,286,98,87,rest_day,balanced_plate
716,2025-09-27,10900,2627,63,6.1,2209,495,45,100,rest_day,carb_boost
717,2025-09-28,7148,3122,63,3.9,3323,114,73,36,rest_day,balanced_plate
718,2025-09-29,6638,2055,83,5.2,1871,442,133,97,rest_day,high_protein
719,2025-09-30,4942,1542,82,3.1,2878,372,121,102,light_walk,high_protein
720,2025-09-1,5229,3473,72,8.7,3798,311,64,24,rest_day,carb_boost
721,2025-09-2,15560,3320,55,8.7,3485,424,120,108,rest_day,high_protein
722,2025-09-3,9462,2140,69,4.0,2107,174,68,73,rest_day,balanced_plate
723,2025-09-4,17751,3494,78,3.6,3081,292,87,72,recovery_high_steps,balanced_plate
724,2025-09-5,15470,1628,66,6.4,2351,425,37,48,rest_day,carb_boost
725,2025-09-6,2994,3196,52,8.2,2998,463,105,103,light_walk,high_protein
726,2025-09-7,18028,1775,58,8.6,1742,374,131,110,rest_day,high_protein
727,2025-09-8,6828,1670,62,7.7,2609,151,140,72,rest_day,high_protein
728,2025-09-9,10450,3491,57,9.7,2549,398,106,47,rest_day,high_protein
729,2025-09-10,13331,1939,68,8.8,3982,367,108,114,rest_day,high_protein
730,2025-09-11,18186,2165,76,9.5,1926,374,93,25,intense_workout,carb_boost
731,2025-09-12,941,3407,87,7.6,2743,164,128,91,light_walk,high_protein
732,2025-09-13,1466,1551,56,7.5,3444,495,55,31,light_walk,carb_boost
733,2025-09-14,8106,3086,86,3.1,2099,307,42,108,rest_day,carb_boost
734,2025-09-15,3637,3476,53,5.8,3852,106,139,30,light_walk,high_protein
735,2025-09-16,14312,2738,72,5.2,2246,466,86,45,recovery_high_steps,carb_boost
736,2025-09-17,17304,2577,78,5.4,3881,134,59,111,recovery_high_steps,reduce_protein_add_carbs
737,2025-09-18,272,2462,65,3.8,2184,178,139,108,gentle_stretching,high_protein
738,2025-09-19,946,1857,87,6.2,3764,106,51,100,light_walk,reduce_protein_add_carbs
739,2025-09-20,17576,1829,59,4.8,3019,480,79,110,recovery_high_steps,carb_boost
740,2025-09-21,13107,2172,50,4.1,2711,103,46,23,recovery_high_steps,reduce_protein_add_carbs
741,2025-09-22,8693,2229,53,6.9,1956,288,64,27,rest_day,balanced_plate
742,2025-09-23,17303,1791,76,7.1,1876,245,57,48,intense_workout,balanced_plate
743,2025-09-24,11618,2058,80,7.2,3052,138,77,65,intense_workout,balanced_plate
744,2025-09-25,15848,3167,79,3.6,2589,207,41,113,recovery_high_steps,balanced_plate
745,2025-09-26,15449,2192,56,7.7,3930,445,116,109,rest_day,high_protein
746,2025-09-27,6533,2081,57,8.6,1518,200,47,114,rest_day,calorie_control
747,2025-09-28,7933,2880,79,7.7,3580,328,41,113,rest_day,carb_boost
748,2025-09-29,8346,2946,58,9.1,2343,346,58,52,rest_day,carb_boost
749,2025-09-30,1725,2640,64,7.3,3010,472,73,73,light_walk,carb_boost
750,2025-09-1,18690,2658,67,5.7,2944,285,62,78,recovery_high_steps,balanced_plate
751,2025-09-2,15966,1877,60,8.8,2221,295,142,117,rest_day,high_protein
752,2025-09-3,6748,1521,51,8.8,3681,124,148,76,rest_day,high_protein
753,2025-09-4,11348,3090,65,9.1,3202,323,121,70,rest_day,high_protein
754,2025-09-5,9846,1932,58,3.1,3963,314,98,61,rest_day,carb_boost
755,2025-09-6,3124,1979,59,6.8,2389,370,100,48,light_walk,carb_boost
756,2025-09-7,18554,3402,52,4.3,3895,128,108,54,recovery_high_steps,high_protein
757,2025-09-8,11781,2919,87,6.6,2403,107,148,103,intense_workout,high_protein
758,2025-09-9,4270,3423,70,3.2,2659,442,45,96,light_walk,carb_boost
759,2025-09-10,19951,1508,63,9.7,2516,426,44,90,rest_day,carb_boost
760,2025-09-11,19880,3313,73,6.7,2951,100,39,99,intense_workout,reduce_protein_add_carbs
761,2025-09-12,9837,3235,74,9.6,3223,253,139,97,rest_day,high_protein
762,2025-09-13,2936,3314,55,7.8,2950,124,47,81,light_walk,reduce_protein_add_carbs
763,2025-09-14,18203,2157,77,7.5,2678,259,140,28,intense_workout,high_protein
764,2025-09-15,15327,1967,77,5.3,2313,348,127,86,recovery_high_steps,high_protein
765,2025-09-16,9095,3041,65,9.7,3976,368,98,44,rest_day,carb_boost
766,2025-09-17,12435,2641,67,8.6,2589,400,143,66,rest_day,high_protein
767,2025-09-18,10046,2087,62,5.0,3284,302,48,54,rest_day,carb_boost
768,2025-09-19,9190,2832,75,9.1,1873,144,73,107,rest_day,balanced_plate
769,2025-09-20,10472,2204,71,4.3,3373,175,84,111,intense_workout,balanced_plate
770,2025-09-21,10171,2198,82,8.8,2191,352,78,56,intense_workout,carb_boost
771,2025-09-22,14745,3134,83,7.6,2691,179,67,96,intense_workout,balanced_plate
772,2025-09-23,15997,2866,71,3.9,1918,272,75,91,recovery_high_steps,balanced_plate
773,2025-09-24,9654,1713,70,6.0,1584,164,35,42,rest_day,reduce_protein_add_carbs
774,2025-09-25,17010,1563,72,6.4,2418,451,59,96,intense_workout,carb_boost
775,2025-09-26,490,3181,72,4.7,3440,412,132,42,gentle_stretching,high_protein
776,2025-09-27,1882,2312,67,3.5,2826,267,80,61,gentle_stretching,balanced_plate
777,2025-09-28,1073,2955,69,7.9,2870,236,146,76,light_walk,high_protein
778,2025-09-29,7966,2032,75,6.6,3112,276,116,39,rest_day,high_protein
779,2025-09-30,14436,3281,77,7.2,3485,124,87,60,intense_workout,balanced_plate
780,2025-09-1,2181,2854,87,3.6,2598,241,95,59,light_walk,balanced_plate
781,2025-09-2,13058,3026,84,3.4,3054,245,93,107,recovery_high_steps,balanced_plate
782,2025-09-3,17442,2201,50,4.4,3976,225,136,117,recovery_high_steps,high_protein
783,2025-09-4,12632,3435,83,7.4,3442,310,54,35,intense_workout,carb_boost
784,2025-09-5,7349,3022,58,7.0,1980,435,137,74,rest_day,high_protein
785,2025-09-6,15905,1844,55,7.1,3387,460,77,58,rest_day,carb_boost
786,2025-09-7,14622,2501,59,6.6,1773,187,145,92,rest_day,high_protein
787,2025-09-8,16862,1514,53,7.5,2660,253,33,100,rest_day,balanced_plate
788,2025-09-9,16655,1642,84,6.9,2592,346,34,39,intense_workout,carb_boost
789,2025-09-10,6222,3181,51,8.7,2437,208,103,80,rest_day,high_protein
790,2025-09-11,4712,2531,52,3.3,2020,216,40,118,light_walk,balanced_plate
791,2025-09-12,10724,3032,62,4.5,2152,367,66,93,rest_day,carb_boost
792,2025-09-13,14643,1698,51,7.8,2071,378,132,59,rest_day,high_protein
793,2025-09-14,13798,3376,72,5.7,1678,296,148,114,recovery_high_steps,high_protein
794,2025-09-15,798,2957,69,5.8,1708,229,54,32,gentle_stretching,calorie_control
795,2025-09-16,11110,2231,55,5.6,2093,174,147,103,rest_day,high_protein
796,2025-09-17,5074,3249,68,6.7,1643,483,117,87,rest_day,high_protein
797,2025-09-18,1515,2450,84,8.9,2990,457,129,26,light_walk,high_protein
798,2025-09-19,15901,1966,74,9.3,2513,331,80,91,intense_workout,carb_boost
799,2025-09-20,3793,3255,65,8.7,3077,372,92,64,light_walk,carb_boost
800,2025-09-21,9164,2530,76,8.5,2017,314,35,48,rest_day,carb_boost
801,2025-09-22,19581,3444,66,7.7,3878,125,144,117,rest_day,high_protein
802,2025-09-23,9499,2398,60,9.0,3625,189,77,40,rest_day,balanced_plate
803,2025-09-24,18278,2745,57,9.1,2582,426,38,20,rest_day,carb_boost
804,2025-09-25,2716,1690,57,7.7,2207,134,32,26,light_walk,reduce_protein_add_carbs
805,2025-09-26,18714,1500,76,4.5,2466,271,116,60,recovery_high_steps,high_protein
806,2025-09-27,13434,2342,82,4.3,3007,264,134,78,recovery_high_steps,high_protein
807,2025-09-28,16766,1708,84,8.6,3083,323,32,66,intense_workout,carb_boost
808,2025-09-29,5565,2110,63,7.7,2840,194,46,43,rest_day,reduce_protein_add_carbs
809,2025-09-30,11891,2162,67,5.9,2217,434,108,89,rest_day,high_protein
810,2025-09-1,15386,1770,85,4.6,1886,289,76,96,recovery_high_steps,balanced_plate
811,2025-09-2,5480,3389,73,9.8,3224,355,123,32,rest_day,high_protein
812,2025-09-3,9216,2045,64,5.5,2388,448,127,101,rest_day,high_protein
813,2025-09-4,1990,3000,80,3.9,2420,137,43,27,gentle_stretching,reduce_protein_add_carbs
814,2025-09-5,15706,1809,51,3.5,2473,188,85,113,recovery_high_steps,balanced_plate
815,2025-09-6,4435,2096,71,4.4,3853,221,142,62,light_walk,high_protein
816,2025-09-7,8633,2002,51,9.5,3458,449,35,100,rest_day,carb_boost
817,2025-09-8,16344,1824,54,9.4,3051,406,134,56,rest_day,high_protein
818,2025-09-9,13799,3236,54,9.0,3357,364,136,119,rest_day,high_protein
819,2025-09-10,7509,2331,71,8.2,2962,256,67,116,rest_day,balanced_plate
820,2025-09-11,6240,2012,73,5.2,3672,181,56,62,rest_day,reduce_protein_add_carbs
821,2025-09-12,10298,3067,82,8.0,2628,327,89,89,intense_workout,carb_boost
822,2025-09-13,18749,2987,83,3.4,1971,155,142,32,recovery_high_steps,high_protein
823,2025-09-14,11703,2541,62,8.2,1670,394,90,61,rest_day,carb_boost
824,2025-09-15,13264,2602,67,9.1,1998,385,127,77,rest_day,high_protein
825,2025-09-16,3779,3358,56,6.4,3141,362,69,89,light_walk,carb_boost
826,2025-09-17,4565,3029,50,9.2,1551,469,136,48,light_walk,high_protein
827,2025-09-18,19348,1973,63,9.0,2954,431,71,70,rest_day,carb_boost
828,2025-09-19,11461,2651,69,8.8,2339,164,83,43,rest_day,balanced_plate
829,2025-09-20,9599,2954,56,4.3,2450,415,128,81,rest_day,high_protein
830,2025-09-21,13276,3057,60,9.3,3022,141,127,84,rest_day,high_protein
831,2025-09-22,13854,2681,67,5.1,1772,393,43,106,recovery_high_steps,carb_boost
832,2025-09-23,13272,2730,71,8.0,3410,156,73,117,intense_workout,balanced_plate
833,2025-09-24,18300,2396,70,6.8,3456,420,80,20,rest_day,carb_boost
834,2025-09-25,15124,3472,65,4.2,1560,153,69,45,recovery_high_steps,calorie_control
835,2025-09-26,2895,2487,50,8.9,3227,270,46,78,light_walk,balanced_plate
836,2025-09-27,534,2914,56,6.5,2504,305,107,35,light_walk,high_protein
837,2025-09-28,2706,1501,59,4.4,2604,239,99,41,light_walk,balanced_plate
838,2025-09-29,11112,2863,50,4.1,2721,310,47,25,rest_day,carb_boost
839,2025-09-30,14380,2620,72,9.7,1890,434,73,46,intense_workout,carb_boost
840,2025-09-1,6937,2620,64,7.9,2066,291,120,76,rest_day,high_protein
841,2025-09-2,3140,3352,51,8.3,2347,186,67,99,light_walk,balanced_plate
842,2025-09-3,17741,3448,75,8.4,3378,133,126,60,intense_workout,high_protein
843,2025-09-4,19112,3186,56,9.2,3579,386,111,62,rest_day,high_protein
844,2025-09-5,17000,2524,63,7.7,1725,257,129,40,rest_day,high_protein
845,2025-09-6,7099,2732,82,4.4,2714,269,80,83,rest_day,balanced_plate
846,2025-09-7,16075,1555,65,7.9,2073,254,57,100,rest_day,balanced_plate
847,2025-09-8,3565,1686,51,5.6,3661,298,42,34,light_walk,balanced_plate
848,2025-09-9,7382,1943,71,3.5,2485,302,103,44,rest_day,high_protein
849,2025-09-10,12388,1675,87,4.4,1843,465,149,116,recovery_high_steps,high_protein
850,2025-09-11,4823,1728,51,5.8,3543,417,117,28,light_walk,high_protein
851,2025-09-12,19267,2860,66,4.1,3915,193,69,77,recovery_high_steps,balanced_plate
852,2025-09-13,18122,2864,70,6.1,2424,251,103,36,rest_day,high_protein
853,2025-09-14,2321,3077,69,9.4,2605,116,102,33,light_walk,high_protein
854,2025-09-15,19888,1656,80,3.0,2927,475,149,66,recovery_high_steps,high_protein
855,2025-09-16,11468,2602,76,6.3,2496,346,48,109,intense_workout,carb_boost
856,2025-09-17,14259,2037,74,7.8,1591,437,125,72,intense_workout,high_protein
857,2025-09-18,14785,2309,68,7.0,1676,283,92,22,rest_day,calorie_control
858,2025-09-19,5994,2572,75,5.5,2831,455,146,26,rest_day,high_protein
859,2025-09-20,9261,1801,85,8.6,2712,409,91,20,rest_day,carb_boost
860,2025-09-21,6704,3060,59,3.4,1643,299,58,111,rest_day,calorie_control
861,2025-09-22,11397,3435,69,4.3,2857,398,55,109,rest_day,carb_boost
862,2025-09-23,12486,2684,75,3.2,2223,162,96,71,recovery_high_steps,balanced_plate
863,2025-09-24,67,3288,75,9.7,1897,207,59,68,light_walk,balanced_plate
864,2025-09-25,8747,3452,62,7.3,3829,248,57,67,rest_day,balanced_plate
865,2025-09-26,10151,3101,58,5.5,3851,479,31,103,rest_day,carb_boost
866,2025-09-27,1299,3222,52,6.4,3035,199,107,35,light_walk,high_protein
867,2025-09-28,11602,2173,55,6.5,1777,117,41,71,rest_day,reduce_protein_add_carbs
868,2025-09-29,12410,2769,79,5.3,2594,147,48,25,recovery_high_steps,reduce_protein_add_carbs
869,2025-09-30,2131,2678,86,8.4,1942,168,40,34,light_walk,reduce_protein_add_carbs
870,2025-09-1,12479,2910,54,7.9,2532,370,32,112,rest_day,carb_boost
871,2025-09-2,13465,1904,57,5.3,1921,427,135,107,recovery_high_steps,high_protein
872,2025-09-3,19324,2046,63,4.9,3329,463,148,53,recovery_high_steps,high_protein
873,2025-09-4,3240,2021,66,3.8,2382,356,41,23,light_walk,carb_boost
874,2025-09-5,13708,2365,70,7.3,3744,118,31,31,rest_day,reduce_protein_add_carbs
875,2025-09-6,8521,2365,55,4.3,3854,366,92,76,rest_day,carb_boost
876,2025-09-7,6795,2340,51,6.7,3174,223,82,119,rest_day,balanced_plate
877,2025-09-8,1545,1968,69,4.8,2373,352,43,73,gentle_stretching,carb_boost
878,2025-09-9,9045,3184,79,9.5,3763,442,36,28,rest_day,carb_boost
879,2025-09-10,13440,1909,87,8.9,3079,185,73,93,intense_workout,balanced_plate
880,2025-09-11,15734,2969,55,6.9,1741,393,53,70,rest_day,carb_boost
881,2025-09-12,15479,2211,70,6.6,3604,481,68,107,rest_day,carb_boost
882,2025-09-13,15802,2541,77,3.7,3899,403,71,46,recovery_high_steps,carb_boost
883,2025-09-14,17400,2703,81,9.9,1524,430,52,117,intense_workout,carb_boost
884,2025-09-15,6200,1679,89,8.8,1976,386,93,90,rest_day,carb_boost
885,2025-09-16,13543,1788,70,4.8,3776,325,113,54,recovery_high_steps,high_protein
886,2025-09-17,4497,2121,73,7.3,3065,271,82,29,light_walk,balanced_plate
887,2025-09-18,8627,1676,60,9.1,2684,112,69,108,rest_day,balanced_plate
888,2025-09-19,16195,2565,68,7.8,2361,374,87,42,rest_day,carb_boost
889,2025-09-20,13562,2833,65,5.2,2291,133,82,27,recovery_high_steps,balanced_plate
890,2025-09-21,16388,2933,79,3.4,2862,384,32,109,recovery_high_steps,carb_boost
891,2025-09-22,2663,2390,61,9.3,2631,255,111,96,light_walk,high_protein
892,2025-09-23,14820,2481,61,3.6,2496,490,55,109,recovery_high_steps,carb_boost
893,2025-09-24,19543,2727,65,3.2,1753,287,102,51,recovery_high_steps,high_protein
894,2025-09-25,11022,2496,62,7.5,2692,280,139,69,rest_day,high_protein
895,2025-09-26,654,2885,56,8.3,1915,454,44,119,light_walk,carb_boost
896,2025-09-27,18260,2209,50,4.5,1525,250,122,104,recovery_high_steps,high_protein
897,2025-09-28,6380,2508,76,8.9,2162,222,45,113,rest_day,balanced_plate
898,2025-09-29,12476,1754,53,8.9,2373,399,41,109,rest_day,carb_boost
899,2025-09-30,1007,1852,77,6.5,1783,411,128,88,light_walk,high_protein
900,2025-09-1,877,2749,62,6.1,2888,467,87,97,light_walk,carb_boost
901,2025-09-2,7242,2565,87,4.9,2044,170,85,91,rest_day,balanced_plate
902,2025-09-3,19556,2267,59,3.2,2154,265,44,24,recovery_high_steps,balanced_plate
903,2025-09-4,8412,3118,59,5.1,3551,450,47,99,rest_day,carb_boost
904,2025-09-5,8167,2303,74,5.8,2943,200,96,28,rest_day,balanced_plate
905,2025-09-6,16956,2832,67,8.2,3033,162,148,117,rest_day,high_protein
906,2025-09-7,1997,2271,78,7.3,1928,306,57,61,light_walk,carb_boost
907,2025-09-8,3407,2087,54,5.0,3915,350,120,107,light_walk,high_protein
908,2025-09-9,8098,3209,88,3.1,2969,393,52,41,rest_day,carb_boost
909,2025-09-10,8624,1558,58,7.1,3762,485,78,107,rest_day,carb_boost
910,2025-09-11,3815,1746,80,6.6,2691,147,80,62,light_walk,balanced_plate
911,2025-09-12,4022,3251,75,7.1,2984,498,56,87,light_walk,carb_boost
912,2025-09-13,15823,2459,79,5.7,2206,313,142,105,recovery_high_steps,high_protein
913,2025-09-14,5233,2516,61,6.8,3347,295,124,63,rest_day,high_protein
914,2025-09-15,7865,3378,69,3.4,1664,244,143,56,rest_day,high_protein
915,2025-09-16,4428,1902,79,7.3,3753,161,65,119,light_walk,balanced_plate
916,2025-09-17,13779,2319,68,6.3,3975,216,97,53,rest_day,balanced_plate
917,2025-09-18,14017,1824,59,6.2,2820,330,98,29,rest_day,carb_boost
918,2025-09-19,13833,2881,76,9.9,3939,292,121,97,intense_workout,high_protein
919,2025-09-20,7892,1548,58,3.3,3201,270,92,38,rest_day,balanced_plate
920,2025-09-21,3555,2829,82,3.8,2515,196,91,112,light_walk,balanced_plate
921,2025-09-22,3626,3468,85,6.3,3642,361,86,20,light_walk,carb_boost
922,2025-09-23,13382,3477,76,7.3,1626,179,85,106,intense_workout,calorie_control
923,2025-09-24,3443,2415,87,5.0,1655,104,149,40,light_walk,high_protein
924,2025-09-25,13841,3466,55,9.7,1518,483,126,84,rest_day,high_protein
925,2025-09-26,14572,2910,70,5.7,2051,422,54,74,recovery_high_steps,carb_boost
926,2025-09-27,6099,2959,83,5.1,2891,297,144,96,rest_day,high_protein
927,2025-09-28,5616,3122,58,3.0,2845,374,112,26,rest_day,high_protein
928,2025-09-29,8894,3077,69,8.5,1782,357,92,81,rest_day,carb_boost
929,2025-09-30,13330,3052,54,10.0,2896,345,100,100,rest_day,carb_boost
930,2025-09-1,5670,3071,89,4.2,3521,296,59,95,rest_day,balanced_plate
931,2025-09-2,14531,2227,78,4.6,1806,251,43,88,recovery_high_steps,balanced_plate
932,2025-09-3,17106,2279,67,5.6,1843,302,128,42,recovery_high_steps,high_protein
933,2025-09-4,8400,2140,64,3.2,3818,287,64,105,rest_day,balanced_plate
934,2025-09-5,17483,3183,50,4.3,3656,228,39,66,recovery_high_steps,balanced_plate
935,2025-09-6,1850,2619,88,6.6,2669,467,75,51,light_walk,carb_boost
936,2025-09-7,7194,3255,67,7.6,3468,181,73,91,rest_day,balanced_plate
937,2025-09-8,1502,3289,83,5.6,2925,137,88,28,gentle_stretching,balanced_plate
938,2025-09-9,10234,2212,57,9.8,2093,488,43,111,rest_day,carb_boost
939,2025-09-10,9219,1666,69,5.3,3741,334,107,41,rest_day,high_protein
940,2025-09-11,11422,2802,69,4.6,1567,187,118,20,rest_day,high_protein
941,2025-09-12,5470,1639,54,8.0,2881,479,41,37,rest_day,carb_boost
942,2025-09-13,12873,1962,79,7.5,3564,295,100,81,intense_workout,balanced_plate
943,2025-09-14,17886,2775,88,7.7,2209,144,87,70,intense_workout,balanced_plate
944,2025-09-15,8061,1917,64,3.2,2939,102,115,105,rest_day,high_protein
945,2025-09-16,11826,3102,61,6.4,2156,106,42,85,rest_day,reduce_protein_add_carbs
946,2025-09-17,11267,2661,88,8.0,2575,233,112,88,intense_workout,high_protein
947,2025-09-18,13004,2222,70,5.7,1651,358,97,59,recovery_high_steps,carb_boost
948,2025-09-19,687,1809,84,4.9,1972,395,106,87,gentle_stretching,high_protein
949,2025-09-20,845,2664,76,7.5,2943,331,142,118,light_walk,high_protein
950,2025-09-21,18256,2269,62,5.9,2319,447,72,109,recovery_high_steps,carb_boost
951,2025-09-22,2581,2890,52,5.1,1941,495,117,88,light_walk,high_protein
952,2025-09-23,14419,3138,88,3.4,3348,280,138,31,recovery_high_steps,high_protein
953,2025-09-24,1548,2643,59,4.1,3587,473,109,64,gentle_stretching,high_protein
954,2025-09-25,5666,1758,54,6.6,3417,426,146,75,rest_day,high_protein
955,2025-09-26,3945,2639,83,6.1,2338,165,99,60,light_walk,balanced_plate
956,2025-09-27,10686,1915,69,5.3,3469,495,100,58,rest_day,carb_boost
957,2025-09-28,16016,3080,60,4.1,2614,337,99,57,recovery_high_steps,carb_boost
958,2025-09-29,19073,1713,69,3.8,3287,468,122,91,recovery_high_steps,high_protein
959,2025-09-30,5408,3313,54,3.2,2689,473,146,56,rest_day,high_protein
960,2025-09-1,7645,3278,80,5.1,3114,269,77,63,rest_day,balanced_plate
961,2025-09-2,6368,1515,87,4.0,3897,496,70,99,rest_day,carb_boost
962,2025-09-3,19830,2615,88,8.8,3382,449,87,46,intense_workout,carb_boost
963,2025-09-4,10367,3042,87,5.7,2487,325,82,34,intense_workout,carb_boost
964,2025-09-5,223,1653,80,7.0,1848,281,80,58,light_walk,balanced_plate
965,2025-09-6,15229,2526,78,9.5,3644,457,87,94,intense_workout,carb_boost
966,2025-09-7,11232,1520,88,9.8,1565,190,65,94,intense_workout,calorie_control
967,2025-09-8,4433,1622,50,6.6,1780,142,131,103,light_walk,high_protein
968,2025-09-9,1986,2202,51,8.8,1991,168,38,21,light_walk,reduce_protein_add_carbs
969,2025-09-10,1211,1729,80,7.5,2001,184,78,89,light_walk,balanced_plate
970,2025-09-11,19439,2188,52,6.3,2505,317,90,104,rest_day,carb_boost
971,2025-09-12,3052,2869,87,5.1,3107,360,44,35,light_walk,carb_boost
972,2025-09-13,9472,3179,86,4.0,3594,450,42,99,rest_day,carb_boost
973,2025-09-14,16532,3357,76,8.7,3221,417,131,65,intense_workout,high_protein
974,2025-09-15,5336,3430,57,4.7,2128,298,93,40,rest_day,balanced_plate
975,2025-09-16,8391,1870,70,8.3,2287,363,87,65,rest_day,carb_boost
976,2025-09-17,10270,3021,78,6.8,3189,493,58,99,intense_workout,carb_boost
977,2025-09-18,12067,2607,86,3.4,2930,331,122,99,recovery_high_steps,high_protein
978,2025-09-19,4709,1911,87,4.4,1872,324,102,110,light_walk,high_protein
979,2025-09-20,17948,3470,77,7.1,2226,320,34,61,intense_workout,carb_boost
980,2025-09-21,11910,2565,85,5.0,2581,401,95,44,intense_workout,carb_boost
981,2025-09-22,14196,2422,50,3.5,2447,252,83,86,recovery_high_steps,balanced_plate
982,2025-09-23,564,3101,67,8.8,3751,249,66,39,light_walk,balanced_plate
983,2025-09-24,9583,2735,50,3.1,3420,216,145,113,rest_day,high_protein
984,2025-09-25,12392,1994,52,8.0,2854,315,115,83,rest_day,high_protein
985,2025-09-26,5611,3336,75,6.4,2981,134,53,47,rest_day,reduce_protein_add_carbs
986,2025-09-27,1507,3499,89,4.0,3500,342,83,98,gentle_stretching,carb_boost
987,2025-09-28,1294,2260,83,7.2,3253,214,97,62,light_walk,balanced_plate
988,2025-09-29,18825,2598,67,9.9,1796,277,116,90,rest_day,high_protein
989,2025-09-30,14650,2562,52,4.8,3596,125,62,67,recovery_high_steps,balanced_plate
990,2025-09-1,7169,2500,56,4.6,1775,216,65,51,rest_day,calorie_control
